面,  将在A件上打系列同心圆孔;直径	Поверхность: в части А будет просверлено несколько концентрических отверстий; диаметр
输出文件优先采用切割清单属性里的代号和	Выходной файл предпочтительно использует кодовое имя и номер в атрибутах списка резки.
++ToroidalBend环形弯曲+	++Тороидальный изгиб Тороидальный изгиб+
请选择需要更改颜色的特征(可以多选)！	Пожалуйста, выберите объекты, цвет которых вы хотите изменить (вы можете выбрать несколько)!
请选择需要清除颜色的特征(可以多选)！	Пожалуйста, выберите объекты, цвет которых необходимо очистить (вы можете выбрать несколько)!
请选择需要更改颜色的实体(可以多选)！	Пожалуйста, выберите объект, цвет которого необходимо изменить (вы можете выбрать несколько)!
进入一键出图先自动视角CheckBox	Введите флажок «Первая автоматическая перспектива», рисующая изображение одним щелчком мыши.
标准件颜色TextBox@零件属性设置	Настройка атрибута TextBox@part цвета стандартной детали
标准件颜色TextBox@批量项目属性	Цвет стандартных деталей TextBox@Свойства пакетного проекта
级别列显示顺序号RadioButton	В столбце уровня отображается порядковый номерRadioButton.
级别列显示层级号RadioButton	В столбце уровня отображается номер уровня RadioButton.
搭接深度TextBox@WoodCut	Перекрывающаяся глубинаTextBox@WoodCut
此中心线可见性（1可见2半隐3隐藏）：	Эта видимость осевой линии (1 видимая 2 наполовину скрытая 3 скрытая):
成功1900AddCommandMgr	Успех1900AddCommandMgr
OnCadTools.20商标.bmp	OnCadTools.20trademark.bmp
批量出同幅简易三视图工程图可附转PDF	Пакетное производство одного и того же простого инженерного чертежа с тремя видами можно прикрепить к PDF-файлу.
文档SW版本，清除所有属性，合并工程图	Документирование версии ПО, очистка всех атрибутов, объединение чертежей
列出失败的展开,指明顶点,快速自动切角	Составляйте список неудачных расширений, указывайте вершины и быстро и автоматически срезайте углы.
根据选择进行水平或竖直尺寸链标注和去重	Горизонтальное или вертикальное определение размеров цепочки и дедупликация в зависимости от выбора
在模型里进行增加选择或列表框内移出所选	Добавьте выборки в модель или удалите выборки из списка.
>此零件，检查文件是否存在或者版本过高	>Для этой части проверьте, существует ли файл или его версия слишком высока.
高度值ContextMenuStrip	Значение высотыContextMenuStrip
请在装配体里选择比较的零件,不能选部件	Пожалуйста, выберите детали для сравнения в сборке. Детали не могут быть выбраны.
(九) 生成特征将插入展开的管子实体	(9) Будет вставлен элемент с развёрнутым телом трубы
(四) 外侧方向指生成外侧方向的折弯	(4) «Наружное направление» — гибка в наружную сторону
SW2016和以前的版本不能使用孤立	Изоляция не поддерживается в SW2016 и более ранних
SpeedPad零件(SW2017)	Компоненты SpeedPak (SW2017)
mm值以上除外 (不标倒角点坐标时)	мм и более исключать (если координаты фасок не образмериваются)
二次开关人员专用，本功能定制费30元	Доступно после индивидуальной доработки у вендора (платно)
包含不在材料明细表件CheckBox	Включать детали, исключенные из спецификации
双击单元格可以打开模型或成功的工程图	Двойной щелчок по ячейке открывает модель или готовый чертёж
在DLL目录的子目录（模板）必须存在	Подпапка «Шаблоны» в каталоге DLL обязательна
孔平面相距小于\\n视为重合面mm：	Плоскости отверстий ближе этого значения (мм) считаются совпадающими:
已有爆炸步骤,请选择零件加入后续步骤	Шаги разнесения уже существуют — выберите деталь для добавления в последующие шаги
打开插件安装位置关闭SW进行替换更新	Открыть папку плагина (закройте SW для обновления)
方管规格不带外R尺寸CheckBox	Профиль трубы без наружного радиуса скругления R
浙江温州平阳县得心应手软件开发工作室	Студия разработки ПО Dexin-Yingshou, уезд Пинъян, Вэньчжоу, Чжэцзян ( поставщик)
窗体不做自动大小调整CheckBox	Не масштабировать размер окна автоматически
视图间距(mm)(建议大于100):	Интервал между видами (мм) (рекомендуется >100):
说明：排序未达到要\n求就多运行几次	Примечание: если сортировка не достигла нужного результата — запустите еще раз
选择中心符号线后执行自动调整延伸长度	После выбора осевых линий центра — автоподбор длины
（二）对实心材料如钣金,材料都有作用	(2) Действует для сплошных материалов, например листового металла
（四）直接在选择面或基准面上生成管材	(4) Труба строится прямо на выбранной грани или базовой плоскости
应选直线段方管的外圆角面作为展开基准	Выберите наружное скругление прямого участка трубы как базу развёртки
应选直线段方管的外圆角面作为展_基准	Выберите наружное скругление прямого участка трубы как базу развёртки
SheetMetalDrawingD	Шаблон чертежа:
CreateAllSheetM...	Все листы
CreateSelectedS...	Выбр. листы
MergeCADDrawingDoc	Объединить CAD
BodyDrawingDocName	Имя чертежа
工具参数设置--OnCadTools	Параметры инструментов — OnCadTools
打包V2.1--OnCadTools	Упаковка V2.1 — OnCadTools
复制后删除自定义属性CheckBox	Удалить флажок пользовательского свойства после копирования
第{0}个格子：行:{1}列:{2}	{0}я сетка: Строка: {1} Столбец: {2}
没有发现运行中的Excel应用程序:	Не найдено работающее Применить Excel:
无法创建或附加到AutoCAD对象:	Невозможно создать или прикрепить к объекту AutoCAD:
所选零件面数量应是偶数,以便成对配合	Количество граней выбранных деталей должно быть четным, чтобы они помещались парами.
第一次槽钢最长边和邻面相对边距离不对	Впервые расстояние между самой длинной стороной швеллера и противоположной стороной прилегающей поверхности неверно.
第二次槽钢最长边和邻面相对边距离不对	Во второй раз расстояние между самой длинной стороной швеллера и противоположной стороной прилегающей поверхности было неправильным.
调换最大面后，H钢两侧面距离不是H宽	После изменения наибольшей поверхности расстояние между двумя сторонами стали H не составляет ширины H.
忽略大直径圆孔腰孔Checkbox@	Не обращайте внимания на круглое отверстие большого диаметра и отверстие на талии. Флажок@
未取得需要核查的尺寸标注线和尺寸文字	Размерные линии и размерный текст, которые необходимо проверить, не получаются.
草图弧线起终圆点尺寸标注点超出包络框	Начальная и конечная точки размера окружности дуги эскиза выходят за пределы рамки конверта.
柱形沉头孔BitmapButton@	Цилиндрическое потайное отверстиеBitmapButton@
锥形沉头孔BitmapButton@	Коническая цековка BitmapButton@
Same Component重复选择	Повторный выбор того же компонента
显示扣除类型和系数Checkbox@	Показать тип и коэффициент вычета Флажок@
折弯补偿BA,即折弯系数值L-a-b	Компенсация изгиба BA, то есть значение коэффициента изгиба L-a-b
可以指定圆钢/钢筋/圆棒等原材料类型	Можно указать типы сырья, такие как круглая сталь/стальные стержни/круглые стержни.
根据所选面和预选孔径得到相应圆孔边线	Получите соответствующий край круглого отверстия в соответствии с выбранной гранью и предварительно выбранной апертурой.
备注ContextMenuStrip	ПримечанияContextMenuStrip
所选为单条线条 或者 处理轮廓线出错	Выделена одна линия или произошла ошибка при обработке контура.
一层沉孔大径参数输入有误，应大于孔径	Введен параметр большого диаметра первого слоя цековки некорректно и он должен быть больше диаметра отверстия.
在方通上选择公卡扣面,或选一面后智选	Выберите сторону защёлки мужской карты на проф. трубаге или выберите одну сторону, а затем выбирайте с умом.
OnCadTools.我错了.bmp	OnCadTools.Я был не прав.bmp
边扣式第一面上未取得选择点对应的内边	Внутренний край, соответствующий выбранной точке, не получается на первой стороне типа кнопки края.
/满足不了避R要求,改用0.01壁厚	/Невозможно выполнить требования R, переключитесь на толщину стенки 0,01.
自定义切割清单名关键字：（一行一个）	Ключевые слова в названии пользовательского списка вырезов: (по одному в строке)
查询ContextMenuStrip	QueryContextMenuStrip
基准ContextMenuStrip	Базовыйконтекстменустрип
重取第一边后，无R未能得到第二外平面	После повторного взятия первой стороны вторую внешнюю плоскость невозможно получить без R.
说明：预选面、特征、草图、草图元素；	Описание. Предварительный выбор граней, элементов, эскизов и элементов эскиза;
注释内容(链接自定义属性或调用其值)	Аннотируйте контент (свяжите пользовательские свойства или вызовите их значения)
请先设置好批量执行宏程序的各项参数！	Пожалуйста, сначала установите параметры для пакетного выполнения макропрограмм!
显示ContextMenuStrip	ПоказатьКонтекстМенюСтрип
突出标题HighlightTitle	HighlightTitle
]配置文件出错！请检查文件是否正确。	] Ошибка файла конфигурации! Пожалуйста, проверьте правильность файла.
注释编号NoteNumbering:	Примечание. Нумерация:
名称，如果都是空值时改用切割清单名称	Имя. Если все значения пусты, вместо этого будет использоваться имя списка вырезов.
点附近偏距NumericUpDown	Смещение вблизи точки NumericUpDown
评估值 Resolved Value	Разрешенное значение
+SMBaseFlange基体法兰:	Базовый фланец +SMBaseFlange:
+SM3dBend草图折弯    :	+SM3dBend изгиб эскиза:
+ProcessBends展开折叠:	+ProcessBendsразвернутьсвернуть:
+FlattenBends平板折弯:	+FlattenBends плоский изгиб:
是否CornerTreatment?	CornerTreatment?
请选择需要更改颜色的面(可以多选)！	Пожалуйста, выберите поверхность, цвет которой вы хотите изменить (вы можете выбрать несколько)!
当前选择中包含装配体，已经为你跳过！	Текущая выборка содержит сборки и для вас была пропущена!
请选择需要更改零件文档层颜色的零件！	Пожалуйста, выберите деталь, для которой необходимо изменить цвет слоя документа детали!
请选择需要清除零件文档层颜色的零件！	Пожалуйста, выберите деталь, для которой необходимо очистить цвет слоя документа детали!
Units:INCHES 单位:英寸	Единицы: ДЮЙМЫ Единицы: дюймы
igs文件(*.igs)|*.igs	igs-файл (*.igs)|*.igs
x_t文件(*.x_t)|*.x_t	файл x_t (*.x_t)|*.x_t
1.6.1.6 多实体出图增加卷轴图	1.6.1.6 Добавление карты прокрутки в вывод карты нескольких объектов
旧机器码(不再支持):(注册需交费)	Старый машинный код (больше не поддерживается): (регистрация требует платы)
相减出东西来说明不是重合的，方位不正	Вычтите объекты, чтобы показать, что они не перекрываются и ориентация неправильная.
尺寸过多时采用两侧标CheckBox	Если размер слишком велик, используйте отметку CheckBox с обеих сторон.
孔位坐标For尺寸链CheckBox	Координаты отверстий Для размерной цепочки CheckBox
孔位置标注For界线CheckBox	Маркировка положения отверстия для флажка границы
不作共同检查,适合于无间隙改成有间隙	Общий осмотр не проводится, подходит для перехода от отсутствия зазора к зазору
选零件草图面插入同路径下的同名DWG	Выберите поверхность эскиза детали и вставьте файл DWG с тем же именем по тому же пути.
多实体多钣金零件根据切割清单分别出图	Многообъемные и многолистовые детали рисуются отдельно согласно ведомости раскроя.
在装配体或零件环境写入加工工艺属性值	Запись значений атрибутов процесса обработки в среде сборки или детали.
独孤九剑之一,装配体选择组件快速配合	Один из Девяти Мечей Дугу, подбор сборки и быстрая сборка компонентов
固定面设置正反判断与插入拉丝方向标注	Фиксированная настройка поверхности, положительная и отрицательная оценка, а также маркировка направления рисования вставки.
方通倒圆角，实心变空心，修改圆角厚度	Квадратный закругленный угол, от сплошного до полого, изменить толщину скругления
清除工程图多余的尺寸,焊接符号等注释	Удалите ненужные размеры, символы сварки и другие примечания из инженерных чертежей.
插入链接切割清单或组件自定义属性注释	Вставка списка вырезов ссылки или аннотации пользовательских свойств компонента
.瓯南删除视图标注20X20.bmp	.Ounan удалить аннотацию просмотра 20X20.bmp
用默认注册程序打开同目录同名STEP	Используйте программу регистрации по умолчанию, чтобы открыть STEP в том же каталоге с тем же именем.
数量ContextMenuStrip	КоличествоКонтекстМенюСтрип
所选行数量等于计算数量加上第一备件数	Выбранное количество строки равно расчетному количеству плюс количество первой запасной части.
所选行数量等于计算数量加上第二备件数	Выбранное количество строки равно расчетному количеству плюс количество второй запасной части.
所选行数量等于计算数量加上第三备件数	Выбранное количество строки равно расчетному количеству плюс третье количество запасной части.
规格ContextMenuStrip	Технические характеристикиContextMenuStrip
写入后自动隐藏组件CheckBox@	Автоматически скрывать компонент CheckBox@ после записи
(三) 槽钢腹钢切除时，将清角处理	(3) При резке стенки швеллера углы зачищаются
(单一孤立件)(1).SLDPRT	(суффикс имени файла — не переводить)
8.卷轴图相关选项见工具参数设置。	8. Параметры чертежей разверток настраиваются в параметрах инструментов.
两个文档数都是零件,无法完成此操作	Оба документа — детали, операция невозможна
保留交汇区原来孔Checkbox@	(ключ ini — НЕ переводить)
全部写入后关闭窗口CheckBox	Закрыть окно после записи всех свойств
单钣金轴测交替平板（SW2020）	Развёртка в изометрии для одиночного листа (SW2020)
孔平面相距小于\n视为重合面mm：	Плоскости отверстий ближе этого значения (мм) считаются совпадающими:
定制表总装作为首行CheckBox	Главная сборка первой строкой в таблице
实体装配取前视为主视，不需逐个确认	Спереди как главный вид без подтверждения
工具条关闭下拉菜单CheckBox	Закрывать выпадающие меню панелей инструментов
折弯线用两端短线----打标折弯线	Линии гиба короткими штрихами по концам ---- маркировать линии гиба
未取得有效组件,请检查组件是否轻化	Действительные компоненты не получены; проверьте, не облегчены ли компоненты
此功能读取装配体组件文档，无文档!	Для этой функции требуется сборка: нет открытых документов!
选择为绿色母端，第二选择为紫色公端	выбирается зеленое гнездо, вторым — фиолетовый шип
（九）生成特征将插入展开的管子实体	(9) Будет вставлен элемент с развёрнутым телом трубы
端部距离NumericUpDown	Конечное расстояние
Select切割文件夹DirBtn	Выберите папку для резки DirBtn
核对左面两边距离不对，可能是方钢？	Убедитесь, что расстояние между двумя сторонами слева неправильное. Может быть, это квадратная сталь?
钣金型槽钢上下平面间距非槽钢高出错	Расстояние между верхней и нижней плоскостями швеллера из листового металла неправильное, а высота швеллера неправильная.
隐藏筛选列表前筛选列表刷新过于频繁	Список фильтров обновляется слишком часто, прежде чем скрыть список фильтров.
起始行NumericUpDown@	Начальная строка NumericUpDown@
表格模板(*.xlt)|*.xlt	Шаблон таблицы (*.xlt)|*.xlt
直螺纹孔BitmapButton@	Отверстие с прямой резьбойBitmapButton@
柱孔槽口BitmapButton@	Слот для почтового отверстияBitmapButton@
锥孔槽口BitmapButton@	Прорезь с конусным отверстием BitmapButton@
选择参考体，遍历所有面得到有效孔面	Выберите опорное тело и пройдите по всем поверхностям, чтобы получить эффективную поверхность отверстия.
Wrong select不能无选择	Неправильный выбор не может иметь выбора
配置文件出错！请检查文件是否正确。	Ошибка файла конфигурации! Пожалуйста, проверьте правильность файла.
最小的数值是第{0}个，值：{1}	Наименьшее значение — {0}, значение: {1}.
一层槽孔长参数输入有误，应大于孔径	Параметр длины прорези первого слоя введен неверно и должен быть больше диаметра отверстия.
保存参数到智能倒角参数.ini文件	Сохранение параметров в файле .ini параметра интеллектуальной фаски.
文字宽度因子%,非自创单线体时有效	Коэффициент ширины текста в %, действителен, если не создано самостоятельно однострочное тело.
垂直 第一面上未取得选择点对应的边	Вертикально. Ребро, соответствующее выбранной точке, не получено на первой грани.
点击了标题栏！触发调整窗体显示模式	Нажал на строку заголовка! Триггерная настройка режима отображения формы
根据自动读语言应按<否>，加速进程	В соответствии с языком автоматического чтения вам следует нажать <Нет>, чтобы ускорить процесс.
SW版本低于2018,不能图形筛除	Версия ПО ниже 2018 года и не может быть отфильтрована графически.
SW版本低于2017,不能图形筛除	Версия ПО ниже 2017 года и не может быть отфильтрована графически.
选择平面和线作为方向元素,其它不行	В качестве элементов направления выбирайте плоскости и линии, но не другие.
选择系列上端方通上面和下端方通上面	Выберите серию: верхняя квадратная трубка вверху и нижняя квадратная трубка вверху.
选择两个方管上平面，选点在交汇区外	Выберите верхнюю плоскость двух квадратных трубок и выберите точку за пределами области пересечения.
无R未能得到第三条外边线,重新取线	Невозможно пройти третью внешнюю линию без R, повторите линию.
过定义/未解出的数量可能由于关系压	Переопределенные/нерешенные количества могут быть вызваны давлением взаимоотношений.
折弯已标注--OnCadTools	Изгиб отмечен --OnCadTools
内缩空格数PaddedSpaces	Количество отступов PaddedSpaces
3) 重复 步骤 1 and 2.	3) Повторите шаги 1 и 2.
外观文件(*.p2m)|*.p2m	Файлы внешнего вида (*.p2m)|*.p2m
图块比例NumericUpDown	Масштаб плитки NumericUpDown
零件装配体操作(支持多实体钣金件）	Операции сборки деталей (поддерживает многотельные детали из листового металла)
第二选择不能与第一选择为同一个实体	Второй выбор не может быть той же сущностью, что и первый выбор.
--折弯线可分为线型，可形成卷轴图	--Линии изгиба можно разделить на типы линий и образовывать рисунки прокрутки.
实体数不超过2个, 无需出焊件总图	Количество объектов не превышает 2, при этом нет необходимости изготавливать общий чертеж сварного изделия.
swRoundBend弧形圆角弯曲	SwRoundBend Дуговой угловой изгиб
直螺纹通孔装饰螺纹线通孔近远端锥孔	Прямое сквозное отверстие с резьбой. Декоративное сквозное отверстие с резьбой. Проксимальное и дистальное коническое отверстие.
++SketchBend草图折弯:	++SketchBend гибка эскиза:
Units:METERS 单位:米	Единицы: МЕТРЫ Единицы: метры
选择文件对话框(请选择工程图文件)	Диалоговое окно «Выбор файла» (выберите файл чертежа)
属于定制版功能, 此功能已过测试期	Это функция индивидуальной версии. Для этой функции истек период тестирования.
你的注册码涉及被盗号，已列入黑名单	Ваш регистрационный код связан с украденной учетной записью и внесен в черный список.
1.6.1.1 多实体出钣金平板图	1.6.1.1 Плоский чертеж многокомпонентного листового металла
20210313 加入自动转换钣金	20210313 Добавлено автоматическое преобразование в листовой металл.
加密狗号或优盘序列号(右键复制):	Номер ключа или серийный номер USB (щелкните правой кнопкой мыши, чтобы скопировать):
加厚实体得到变换，但不成功用原变换	Утолщенный объект был преобразован, но не смог использовать исходное преобразование.
零件主视图显示模式ComboBox	Режим отображения основного вида детали ComboBox
外形长宽For界线CheckBox	Длина и ширина фигуры Для границы CheckBox
比对数量属性名及位置TextBox	Сравнить имя и позицию атрибута количества TextBox
避孔距离NumericUpDown	Расстояние предотвращения дыр NumericUpDown
interferFaces数量为：	Количество интерфейсов:
所选圆柱面与定位面不是平行垂直关系	Выбранная цилиндрическая поверхность и поверхность позиционирования не параллельны и не перпендикулярны друг другу.
不选则整体贯穿，选则仅选择侧方开孔	Если этот параметр не выбран, будет выбрано все проникновение. Если этот флажок установлен, будут выбраны только боковые отверстия.
可能草图平面在第一体选择侧的表面上	Возможно, плоскость эскиза находится на поверхности первой стороны выбора тела.
下方1/2厚度处开口和B件朝上开口	Нижнее отверстие на 1/2 толщины и часть B, открывающаяся вверх.
成功2300 添加Taskpane	Успех 2300 Добавить панель задач
装配体孤立显示的组件保存为单一零件	Изолированные компоненты сборки сохраняются как одна деталь.
由所选面遍历出圆孔表插入相应草图点	Перейдите по таблице круглых отверстий от выбранной поверхности и вставьте соответствующие точки эскиза.
根据当前面选择系列面插入删除面特征	Вставка и удаление элементов лица на основе выбранной в данный момент серии лиц.
独孤九剑之金蝉脱壳，复制实体删除面	Дугу Девять Мечей: Побег Золотой Цикады, скопируйте объект и удалите поверхность
批量钣金零件出平板图DXF或DWG	Создание плоских чертежей партий деталей из листового металла в формате DXF или DWG.
装配体根据孔匹配统计螺钉孔径和长度	Сборки подсчитывают диаметры и длины отверстий под винты на основе соответствия отверстий.
输出当前模型视图DWG(直捣一剑)	Экспортируйте текущий вид модели в DWG (непосредственно атакуйте мечом)
遍历特征将钣金参数以TXT文档输出	Траверс элементов и вывод параметров листового металла в виде документа TXT
选择多个单页工程图合并为多页工程图	Выберите несколько одностраничных рисунков для объединения в многостраничные рисунки.
当前多页工程图拆分成多个单页工程图	Разделить текущий многостраничный рисунок на несколько одностраничных рисунков.
从技术要求库选择排序后插入到工程图	Выберите и отсортируйте файлы из библиотеки технических требований и вставьте их в инженерный чертеж.
.删除特征文件夹20X20.bmp	.Удалить папку функций 20X20.bmp.
用默认注册程序打开同目录同名STP	Используйте программу регистрации по умолчанию, чтобы открыть STP с тем же именем в том же каталоге.
用默认注册程序打开同目录同名DWG	Используйте программу регистрации по умолчанию, чтобы открыть файл DWG с тем же именем в том же каталоге.
用默认注册程序打开同目录同名Dxf	Используйте программу регистрации по умолчанию, чтобы открыть Dxf с тем же именем в том же каталоге.
中间文件(*.x_t)|*.x_t	Промежуточные файлы (*.x_t)|*.x_t
Select中间格式FileBtn	Выберите промежуточный формат FileBtn
改变数值后点其它单元格作为数据确认	После изменения значения нажмите на другие ячейки для подтверждения данных.
快速修改草图文字和注释样式V1.1	Быстрое изменение текста эскиза и стилей аннотаций V1.1
值ContextMenuStrip	Валуэлеконтекстменустрип
主要参数NumericUpDown	Основные параметры NumericUpDown
写入后自动隐藏组件CheckBox	Автоматически скрывать компонент CheckBox после записи
(分离实体)(1).SLDPRT	(суффикс имени файла — не переводить)
(十一) 预览即可将总长写入属性	(11) Уже предпросмотр записывает общую длину в свойства
Dwg文件关联程序的默认扩展名:	Расширение программы по умолчанию для файлов DWG:
Dwg文件关联程序的默认扩展名：	Расширение программы по умолчанию для файлов DWG:
单实体零件取沉孔大面为主视New	Главный вид по плоскости зенковок (New)
已将各重建图成功转换为GIF文件	Все перестроенные виды успешно преобразованы в GIF
当前非零件装配体,无法完成此操作	Текущий документ — не деталь/сборка, операция невозможна
测试件.SLDPRT [Вид]	Тестовая деталь.SLDPRT [Вид]
焊件清单增加单重总重属性V2.0	Масса единицы и общая масса в сварочной спецификации V2.0
自动分类BOM和属性修改V3.1	Автоклассификация BOM и правка свойств V3.1
自动爆炸V1.1（改编闷人作品）	Авторазнесение V1.1 (переработка)
螺孔匹配对应表.xlsm文件应在	Файл таблицы сопоставления резьбовых отверстий .xlsm должен находиться в
说明：勾选文件筛选并以下开启有效	Пояснение: действует при включённом фильтре файлов
说明：排序未达到要求就多运行几次	Примечание: если сортировка не достигла нужного результата — запустите ещё раз
请在工程图里请选择一个工程图视图	Пожалуйста, выберите вид на чертеже
读取型材两端角度CheckBox	Считывать углы торцов профилей
输出EXECL文件保存路径和名称	Путь и имя сохраняемого файла Excel
（一）应用于多实体零件和装配体内	(1) Работает в многотелых деталях и сборках
（六）增加弯管对直管的切除和倒角	(6) Добавлены вырез и фаска гнутой трубы по прямой
请先选择一行，单击第一列以选中行	Сначала выберите строку (кликните по первой колонке)
有效，对选择列表内文件进行加载模	активно; загрузка моделей и проверка свойств списка
说明：勾选文件筛选功能并以下开启	Примечание: включите фильтрацию файлов и опции ниже
SameBodyCountSum	Итого одинаковых:
ClickFirstBla...	Выбор строки
CreateBodySelect	Выбр. тела
DrawingDocStatus	Статус
未能更改，可能图页格式文件不存在	Не удалось изменить, возможно, файл формата страницы изображения не существует.
读取组件实体类型批量生成切割文件	Чтение типов объектов компонентов и пакетное создание файлов резки.
外围边线ColorTextBox	Периферийная границаColorTextBox
所选边线ColorTextBox	Выделенное поле EdgeColorTextBox
所选特征ColorTextBox	Выбранные функцииColorTextBox
槽钢取得最大面另一边的邻面非平面	Швеллерная сталь имеет неплоскую прилегающую поверхность на другой стороне самой большой поверхности.
忽略大面积方孔Checkbox@	Не обращайте внимания на большое квадратное отверстие. Флажок@
HeightAtIndex字高：	Высота слова HeightAtIndex:
草图线起终点尺寸标注点超出包络框	Начальная и конечная точки линии эскиза выходят за пределы рамки конверта.
草图线起点尺寸标注点占超出包络框	Размер начальной точки линии эскиза превышает размер рамки конверта
方向  in component	направление в компоненте
起始行NumericUpDown	Начальная строка
选择母卡扣面组(限制1-2个面)	Выберите набор женского теста (ограничьте 1-2 стороны)
暗销孔BitmapButton@	Глухое отверстие для штифтаBitmapButton@
第二选择组件未获得同名基准面特征	Второй компонент выбора не получил базовый объект с таким же именем.
选择固定直段或单根弯管的外圆角面	Выберите фиксированный прямой участок или радиусную грань одиночной изогнутой трубы.
焊缝宽度指成形后两个接缝之间距离	Ширина сварного шва относится к расстоянию между двумя швами после формирования.
第一项固定字数CheckBox@	Первый элемент имеет фиксированное количество символов CheckBox@.
不支持断裂,剖面,放大,平板视图	Разлом, разрез, масштабирование и плоские виды не поддерживаются.
查询插件安装路径下配置子文件夹内	Запросите подпапку конфигурации в пути установки плагина.
管长方向缩进避免45斜角出现尖角	Длина трубы имеет отступы, чтобы избежать острых углов при скосе 45°.
采用实体名UseBodyName	Использовать имя объекта UseBodyName
Remove前注释ItemBtn	Прокомментируйте ItemBtn перед удалением
Remove下注释ItemBtn	Удалить комментарий
Remove后注释ItemBtn	Прокомментируйте ItemBtn после удаления
焊件清单增加装配总数属性V1.0	В список сварных деталей добавлен общий атрибут сборки V1.0.
应在组件（零件）里选择面或基准面	В сборке (детали) должна быть выбрана грань или базовая точка.
重取第一边后，无R第二外平面不对	После повторного взятия первой стороны вторая внешняя плоскость без R неверна.
原位与坐标系存在夹角的情况，轴件	При наличии угла между исходным положением и системой координат вал
<<提示:双击单元格直接打开文档	<<Совет: дважды щелкните ячейку, чтобы открыть документ напрямую.
圆柱面数量surfcount =	Число поверхностей цилиндрических поверхностей =
Rdiction = ??顺时针	Rdiction = ??по часовой стрелке
选A件平面和B的系列圆柱面或圆孔	Выберите плоскую поверхность детали A и серийную цилиндрическую поверхность или круглое отверстие детали B.
根据输入框或者引用圆孔打孔，还可	Пробейте отверстия в соответствии с полем ввода или справочным круглым отверстием, и вы также можете
装配(无相同实体).sldasm	Сборка (нет одинаковых объектов).sldasm
swFlat3dBend平面3D	swFlat3dBendFlat3D
swMirrorBend镜向折弯	swMirrorBend изгиб зеркала
swRuledBend(已取消)	swRuledBend(отменено)
直螺纹通孔装饰螺纹线通孔近端锥孔	Прямое сквозное отверстие с резьбой Декоративное сквозное отверстие с резьбой Проксимальное коническое отверстие
直螺纹通孔装饰螺纹线通孔远端锥孔	Прямое сквозное отверстие с резьбой Декоративное сквозное отверстие с резьбой Дистальное коническое отверстие
锥形槽口通孔远端锥孔不带螺钉间隙	Коническая прорезь, сквозное отверстие, дистальное коническое отверстие без зазора для винтов
2选择边线将判断类型，圆边以圆心	2Выберите край, и будет оценен тип. Край круга станет центром круга.
为基准，直边取近点；两边线则前水	В качестве ориентира за ближайшую точку принимается прямая сторона; две боковые линии принимаются за переднюю воду
注和处理，轮廓上切点将忽略标注。	Примечания и обработка точки касания на контуре будут игнорироваться.
缓存值 Cached Value	Кэшированное значение Кэшированное значение
+FlatPattern平板型式	+FlatPattern развертка
输入值为0～255，请重新输入！	Введите значение от 0 до 255, пожалуйста, введите еще раз!
Units:FEET 单位:英尺	Единицы: ФУТЫ Единицы: футы
长度单位LengthUnit =	Единица длины lengthUnit =
1.工程图视图中预先选择中心边线	1. Предварительно выберите центральную грань на виде чертежа.
4.如误选已画，可以一键删除所画	4. Если вы выбрали рисунок по ошибке, вы можете удалить его одним щелчком мыши.
已将各JPG成功转换为GIF文件	Каждый JPG был успешно преобразован в файл GIF.
配置文件不存在,是否建立配置文件	Файл конфигурации не существует. Хотите создать файл конфигурации?
20250113 增加管材定位线	20250113 Добавить линию позиционирования трубы
20210304 加入固定面判断	20210304 Добавить фиксированное поверхностное суждение
